CD_CVM,CNPJ,DENOM_SOCIAL,SIT,DT_INI_SIT,TP_ENDER,LOGRADOURO,COMPL,BAIRRO,MUN,UF,CEP
11274,10.830.108/0001-65,GRANT THORNTON AUDITORES INDEPENDENTES LTDA.,ATIVO,2009-08-04,FILIAL LONDRINA,"AV. AYRTON SENNA DA SILVA, 300",SL. 311,GLEBA FAZENDA PALHANO,LONDRINA,PR,86050460
11274,10.830.108/0001-65,GRANT THORNTON AUDITORES INDEPENDENTES LTDA.,ATIVO,2009-08-04,FILIAL GOIANIA,"Avenida Deputado Jamel Cecílio, null",2701 TB Quadra B27 Ed Brookfield,Jardim Goiás,GOIÂNIA,GO,74810100
11274,10.830.108/0001-65,GRANT THORNTON AUDITORES INDEPENDENTES LTDA.,ATIVO,2009-08-04,FILIAL RECIFE,"RUA PADRE CARAPUCEIRO, 752","CTR EMP TORRE VICENTE DO REGO MONTEIRO, SL. 601",BOA VIAGEM,RECIFE,PE,51020280
11274,10.830.108/0001-65,GRANT THORNTON AUDITORES INDEPENDENTES LTDA.,ATIVO,2009-08-04,FILIAL VITÓRIA,"RUA LEOCÁDIA PEDRA DOS SANTOS, 115, null",SALA 304,ENSEADA DO SUÁ,VITÓRIA,ES,29050370
11274,10.830.108/0001-65,GRANT THORNTON AUDITORES INDEPENDENTES LTDA.,ATIVO,2009-08-04,FILIAL SÃO PAULO,"RUA GUARARAPES, 1909",CONJ 111 - ED BARONESA DE ST. SÈVE,BROOKLIN PAULISTA,SÃO PAULO,SP,4561004
11274,10.830.108/0001-65,GRANT THORNTON AUDITORES INDEPENDENTES LTDA.,ATIVO,2009-08-04,FILIAL BELO HORIZONTE,"PRAÇA CARLOS CHAGAS, 49",SLS. 404/5/6,STO. AGOSTINHO,BELO HORIZONTE,MG,30170913
11274,10.830.108/0001-65,GRANT THORNTON AUDITORES INDEPENDENTES LTDA.,ATIVO,2009-08-04,FILIAL RIO DE JANEIRO,"PRAIA DO FLAMENGO, 154",ED. INTERNACIONAL RIO FLAMENGO SALA 402,FLAMENGO,RIO DE JANEIRO,RJ,22210906
7862,01.144.394/0001-14,GRUNITZKY AUDITORES INDEPENDENTES S/S,ATIVO,1999-07-12,SEDE,"RUA COMENDADOR ARAÚJO, 499",CJ 1004,CENTRO,CURITIBA,PR,80420000
7862,01.144.394/0001-14,GRUNITZKY AUDITORES INDEPENDENTES S/S,ATIVO,1999-07-12,FILIAL SP,"Avenida Brigadeiro Faria Lima, 3144",Escritorio 32,Jardim Paulistano,SÃO PAULO,SP,1451000
7862,01.144.394/0001-14,GRUNITZKY AUDITORES INDEPENDENTES S/S,ATIVO,1999-07-12,FILIAL MG,"Avenida do Contorno, 6594",Sala 701,Lourdes,BELO HORIZONTE,MG,30110044
11037,52.386.935/0001-51,GRUPO AUDI AUDITORES INDEPENDENTES,ATIVO,2008-10-21,SEDE,"RUA HORTÊNCIO MENDONÇA RIBEIRO, 595",,JARDIM LIMA,FRANCA,SP,14403099
12165,18.570.727/0001-70,GSA AUDITORIA INDEPENDENTE S/S,ATIVO,2014-07-01,SEDE,"RUA D, 0","QUADRA 62, LOTE 19",CONJUNTO LIBERDADE,APARECIDA DE GOIÂNIA,GO,74911375
5312,35.467.968/0001-07,GUIMARÃES & ASSOCIADOS AUDITORES INDEPENDENTES S/S,SUSPENSO(A) - DECISÃO ADM,2024-12-06,SEDE,"R RIBEIRO DE BRITO, 901",CJ 304,BOA VIAGEM,RECIFE,PE,51021310
11967,17.901.295/0001-70,GUIMARÃES E GONÇALVES AUDITORIA E CONSULTORIA EMPRESARIAL SS,ATIVO,2013-05-07,SEDE,"RUA SILVEIRA PEIXOTO, 1040",SALA 1506,ÁGUA VERDE,CURITIBA,PR,80240120
11827,14.989.448/0001-94,GWM AUDITORES INDEPENDENTES,ATIVO,2012-07-02,SEDE,"AV. RIO BRANCO, 173",GRUPO 1101,CENTRO,RIO DE JANEIRO,RJ,20040007
12491,23.894.193/0001-77,HOLDER AUDITORES INDEPENDENTES S/S - EPP,ATIVO,2016-03-21,SEDE,"RUA OSAKA, 599",SALA 3,JARDIM JAPÃO,SÃO PAULO,SP,2124040
11258,10.693.082/0001-50,HUMAITÁ AUDITORES INDEPENDENTES LTDA,ATIVO,2009-07-14,SEDE,"ESTR. DE JACAREPAGUÁ, 7187",GRUPO 501 A 504,FREGUESIA,RIO DE JANEIRO,RJ,22755155
12440,97.424.758/0001-99,IAUD AUDITORES INDEPENDENTES S/S,ATIVO,2015-11-06,SEDE,"AVENIDA PAULISTA, 2001",CONJUNTO 1919,CERQUEIRA CÉSAR,SÃO PAULO,SP,1311300
10456,07.187.085/0001-08,IDEA AUDITORES INDEPENDENTES S/S,ATIVO,2006-01-30,SEDE,"ALAMEDA RICARDO PARANHOS, 799","QD. 243 A - ED. PROSPERE OFFICE HARMONY, SALA 216",SETOR MARISTA,GOIÂNIA,GO,74180050
9318,04.899.444/0001-61,IGF AUDITORES E CONSULTORES INDEPENDENTES SOCIEDADE SIMPLES,ATIVO,2002-05-20,SEDE,"TRAV. FRANCISCO GONÇALVES, 1",S/806  ED M CALMON,COMÉRCIO,SALVADOR,BA,40015090
12998,09.496.375/0001-69,INFORCONT AUDITORES INDEPENDENTES,ATIVO,2019-10-30,SEDE,"RUA MAYRINK VEIGA, 4",SALA 1501,CENTRO,RIO DE JANEIRO,RJ,20090050
12467,23.602.580/0001-92,INOVEAUD AUDITORES INDEPENDENTES,ATIVO,2015-12-11,SEDE,"AV. PRES.VARGAS, 2121 - EDIFÍCIO TIMES SQUARE",SALA1001,JARDIM SANTA ÂNGELA,RIBEIRÃO PRETO,SP,14020525
10197,02.878.522/0001-16,IRKO HIRASHIMA AUDITORES INDEPENDENTES LTDA.,ATIVO,2004-12-22,SEDE,"Rua Dom José de Barros, 177, 177","3º andar, conj. 301",Centro,SÃO PAULO,SP,1038901
10197,02.878.522/0001-16,IRKO HIRASHIMA AUDITORES INDEPENDENTES LTDA.,ATIVO,2004-12-22,FILIAL RIO DE JANEIRO,"AV. RIO BRANCO, 125","20º ANDAR, SL. 2001 (PARTE)",CENTRO,RIO DE JANEIRO,RJ,20040006
3883,54.933.015/0001-31,IRMÃOS CAMPOS & CERBONCINI AUDITORES ASSOCIADOS,ATIVO,1986-08-20,SEDE,"RUA PAES LEME, 136","5º ANDAR, CJ. 506 - SL. 02",PINHEIROS,SÃO PAULO,SP,5424010
13374,03.016.823/0001-01,J. G. OMETTO AUDITORES ASSOCIADOS,ATIVO,2023-06-06,SEDE,"RUA JOSÉ PINTO DE ALMEIDA, 149",,CIDADE ALTA,PIRACICABA,SP,13419000
6890,59.587.063/0001-39,JDM AUDITORES INDEPENDENTES SOCIEDADE SIMPLES,ATIVO,1997-08-05,SEDE,"AV FRANCISCO MATARAZZO, 1752",14 ANDAR,ÁGUA BRANCA,SÃO PAULO,SP,5001200
12718,10.449.384/0001-88,JFG AUDITORES E CONSULTORES S/S - ME,ATIVO,2017-08-14,SEDE,"RUA MINISTRO NELSON HUNGRIA, 180",SL. 108,BOA VIAGEM,RECIFE,PE,51020100
7730,00.655.530/0001-78,JL MACHADO CONSULTORES E AUDITORES S/S,ATIVO,1999-05-07,SEDE,"SRT/SUL, 70","Q 701, CJ E, BL 2 E 4, SLS. 431/36",ASA SUL,BRASÍLIA,DF,70340902
10260,06.068.916/0001-60,JPPS AUDITORES INDEPENDENTES S/S LTDA.,ATIVO,2005-04-01,SEDE,"AV PAULISTA, 1471","CJ 511, 5 ANDAR",BELA VISTA,SÃO PAULO,SP,1311927
6556,01.218.260/0001-09,JSW AUDITORES INDEPENDENTES S/S,ATIVO,2024-03-07,SEDE,"RUA BARÃO DE ITAPETININGA, 140",15º AND / CJ 151,CENTRO,SÃO PAULO,SP,1042000
4189,57.755.217/0001-29,KPMG AUDITORES INDEPENDENTES LTDA.,ATIVO,1987-07-20,SEDE,"RUA VERBO DIVINO, 1400",CONJUNTO TÉRREO AO 801 (PARTE),CHÁCARA SANTO ANTÔNIO,SÃO PAULO,SP,4719911
4189,57.755.217/0001-29,KPMG AUDITORES INDEPENDENTES LTDA.,ATIVO,1987-07-20,FILIAL,"AV. CARLOS GOMES, 258","5º ANDAR, SLS. 601 A 606",BOA VISTA,PORTO ALEGRE,RS,90480000
4189,57.755.217/0001-29,KPMG AUDITORES INDEPENDENTES LTDA.,ATIVO,1987-07-20,FILIAL RJ,"RUA DO PASSEIO, 38","SETOR 2, SLS. 1701/2/3/4",CENTRO,RIO DE JANEIRO,RJ,20021290
4189,57.755.217/0001-29,KPMG AUDITORES INDEPENDENTES LTDA.,ATIVO,1987-07-20,FILIAL DF,"SAI/SO, 0","BL 6580 - BLOCO 02 - 3º ANDAR - SALA 302, TORRE NORTE",ZONA IND. (GUARÁ),BRASÍLIA,DF,71219900
4189,57.755.217/0001-29,KPMG AUDITORES INDEPENDENTES LTDA.,ATIVO,1987-07-20,FILIAL MG,"RUA PARAÍBA, 550",SL 1200 - PARTE,SAVASSI,BELO HORIZONTE,MG,30130141
4189,57.755.217/0001-29,KPMG AUDITORES INDEPENDENTES LTDA.,ATIVO,1987-07-20,FILIAL RS,"AV. CARLOS GOMES, 258","5º ANDAR, SLS. 601 A 606",BOA VISTA,PORTO ALEGRE,RS,90480000
4189,57.755.217/0001-29,KPMG AUDITORES INDEPENDENTES LTDA.,ATIVO,1987-07-20,FILIAL SC,"Rua Xavantes, 54",1º andar - Estudio 5 - Cau.Working I - parte,Atiradores,JOINVILLE,SC,89203210
4189,57.755.217/0001-29,KPMG AUDITORES INDEPENDENTES LTDA.,ATIVO,1987-07-20,FILIAL PR,"RUA DOUTOR PEDROSA, 151","TORRE A - 10º ANDAR, ESCRITÓRIO 1001",CENTRO,CURITIBA,PR,80420120
4189,57.755.217/0001-29,KPMG AUDITORES INDEPENDENTES LTDA.,ATIVO,1987-07-20,FILIAL BA,"AV. TANCREDO NEVES, 2539","SLS 2308 (PARTE) / 2309 (PARTE) / 2310 (PARTE) / 2311 (PARTE) / 2312 (PAR, COND CEO / LONDRES",CAMINHO DAS ÁRVORES,SALVADOR,BA,41820021
4189,57.755.217/0001-29,KPMG AUDITORES INDEPENDENTES LTDA.,ATIVO,1987-07-20,FILIAL AM,"AV. DJALMA BATISTA, 1661",BL B / TOWER - SLS 803/4/5/6 E 807 (PARTE),CHAPADA,MANAUS,AM,69050970
4189,57.755.217/0001-29,KPMG AUDITORES INDEPENDENTES LTDA.,ATIVO,1987-07-20,FILIAL CAMPINAS,"AV. CORONEL SILVA TELES, 977",CJS. 111 / 112,CAMBUÍ,CAMPINAS,SP,13024001
4189,57.755.217/0001-29,KPMG AUDITORES INDEPENDENTES LTDA.,ATIVO,1987-07-20,FILIAL RIBEIRÃO PRETO,"AV. PRES. VARGAS, 2121",1401-5 / 1409(PART,JD. STA. ANGELA,RIBEIRÃO PRETO,SP,14020260
4189,57.755.217/0001-29,KPMG AUDITORES INDEPENDENTES LTDA.,ATIVO,1987-07-20,FILIAL LONDRINA,"AV. AYRTON SENNA DA SILVA, 1055","2º ANDAR - SLS. 201 E 202, PALHANO SQUARE GARDEN - CD. EMPRESARIAL",GLEBA FAZENDA PALHANO,LONDRINA,PR,86050460
4189,57.755.217/0001-29,KPMG AUDITORES INDEPENDENTES LTDA.,ATIVO,1987-07-20,FILIAL GOIANIA,"Avenida Deputado Jamel Cecílio, 3300, null","T-430, sl. G45, Deck Sul",Jardim Goiás,GOIÂNIA,GO,74810907
4189,57.755.217/0001-29,KPMG AUDITORES INDEPENDENTES LTDA.,ATIVO,1987-07-20,FILIAL FORTALEZA,"AV. DES. MOREIRA, 1300","TORRE SUL - 10º ANDAR, SL. SC 1001",ALDEOTA,FORTALEZA,CE,60170002
4189,57.755.217/0001-29,KPMG AUDITORES INDEPENDENTES LTDA.,ATIVO,1987-07-20,FILIAL CUIABÁ,"AV. HIST. RUBENS DE MENDONÇA, 1894",SLS 204 / 5,JD. ACLIMAÇÃO,CUIABÁ,MT,78050000
4189,57.755.217/0001-29,KPMG AUDITORES INDEPENDENTES LTDA.,ATIVO,1987-07-20,FILIAL SÃO PAULO-VILA MARIANA,"AV. DOUTOR CHUCRI ZAIDAN, 0","TORRE A - 12º ANDAR, CJ. 121 (PARTE)",VILA SÃO FRANCISCO,SÃO PAULO,SP,4711130
4189,57.755.217/0001-29,KPMG AUDITORES INDEPENDENTES LTDA.,ATIVO,1987-07-20,FILIAL RECIFE,"AV. ENG. DOMINGOS FERREIRA, 2589",SL. 104,BOA VIAGEM,RECIFE,PE,51020031
4189,57.755.217/0001-29,KPMG AUDITORES INDEPENDENTES LTDA.,ATIVO,1987-07-20,FILIAL SÃO JOSÉ DOS CAMPOS,"AV. SÃO JOÃO, 2405","12º ANDAR, SLS. 1101 / 1102",JD DAS COLINAS,SÃO JOSÉ DOS CAMPOS,SP,12242000
4189,57.755.217/0001-29,KPMG AUDITORES INDEPENDENTES LTDA.,ATIVO,1987-07-20,FILIAL UBERLANDIA - MG,"Avenida João Naves de Ávila, 1331","6º andar, Sala 613 - Parte A-603 - Center Office",Tibery,UBERLÂNDIA,MG,38405140
12653,22.996.084/0001-06,KRESTON KBW AUDITORES INDEPENDENTES S/S,ATIVO,2016-12-09,SEDE,"Avenida Brigadeiro Faria Lima, 1811",sala 1119,Jardim Paulistano,SÃO PAULO,SP,1452001
10251,07.022.386/0001-81,KRESTON PARTNERSHIP AUDITORES INDEPENDENTES S/S,ATIVO,2005-03-07,SEDE,"RUA TAMARATACA, 212",,MOOCA,SÃO PAULO,SP,3119010
7005,01.406.419/0001-00,KSR AUDITORES INDEPENDENTES,ATIVO,1997-10-09,SEDE,"ELESBÃO PINTO, 460","ED MONT BLANC OFFICE - 4º ANDAR, SALA 402",VELHA,BLUMENAU,SC,89036260
13293,32.805.055/0001-65,L&O AUDITORES INDEPENDENTES S/S LTDA,ATIVO,2023-01-17,SEDE,"AV MONTEIRO DA FRANCA, 1092",SALA 006,MANAIRA,JOÃO PESSOA,PB,58038320
10774,07.715.528/0001-96,LAM AUDITORES INDEPENDENTES,ATIVO,2007-09-14,SEDE,"R. FREI ANTONIO DE PADUA, 1231",,JARDIM GUANABARA,CAMPINAS,SP,13073330
10790,09.094.918/0001-11,LAUERMANN SCHNEIDER AUDITORES ASSOCIADOS,ATIVO,2007-10-11,SEDE,"Rua Onze de Junho, 350",,Vila Rosa,NOVO HAMBURGO,RS,93315052
11797,15.305.400/0001-82,LCC AUDITORES INDEPENDENTES,ATIVO,2012-04-25,SEDE,"Avenida Álvaro Ramos, 183",171 C,Belenzinho,SÃO PAULO,SP,3058060
7196,02.385.694/0001-58,LEDGER - AUDITORES INDEPENDENTES,SUSPENSO(A) - DECISÃO ADM,2019-02-22,SEDE,"RUA NELSON TARQUÍNIO, 150",SL 208/209/210/212,RECREIO DOS BANDEIRANTES,RIO DE JANEIRO,RJ,22790385
11410,07.851.372/0001-70,LG SANTOS AUDITORES & ASSOCIADOS S/S,ATIVO,2010-05-24,SEDE,"RUA VISCONDE DO HERVAL, 1192",,MENINO DEUS,PORTO ALEGRE,RS,90130150
9148,02.122.443/0001-80,LINEAR AUDITORES INDEPENDENTES S/S,ATIVO,2001-10-02,SEDE,"Rua Marechal Deodoro da Fonseca - E, 299","salas 901 e 902, Edifício Venturi Multiempresarial",Centro,CHAPECÓ,SC,89802140
12416,21.712.373/0001-65,LINK AUDITORES E CONSULTORES,ATIVO,2015-09-16,SEDE,"Rua Euclides Bandeira, 1989",,Centro Cívico,CURITIBA,PR,80530020
6416,00.782.587/0001-38,LM AUDITORES ASSOCIADOS LTDA.,ATIVO,1995-11-07,SEDE,"R.PEDRO DE TOLEDO, 80",10 ANDAR,VILA CLEMENTINO,SÃO PAULO,SP,4039000
13064,35.840.241/0001-23,LMV AUDITORES E CONSULTORES S/S,ATIVO,2020-11-12,SEDE,"Rua Santa Luzia, 651",25º Andar - Coworking Town,Centro,RIO DE JANEIRO,RJ,20030041
12319,93.317.394/0001-97,LOPES & ASSOCIADOS AUDITORES,ATIVO,2015-03-13,SEDE,"AV. PRAIA DE BELAS, 1212",CONJ. 1621,PRAIA DE BELAS,PORTO ALEGRE,RS,90110000
2968,33.179.672/0001-65,LOUDON BLOMQUIST AUDITORES INDEPENDENTES,ATIVO,1978-11-01,SEDE,"AV. CORONEL XAVIER DE TOLEDO, 264",9º ANDAR - CJ. 91,REPÚBLICA,SÃO PAULO,SP,1048000
2968,33.179.672/0001-65,LOUDON BLOMQUIST AUDITORES INDEPENDENTES,ATIVO,1978-11-01,FILIAL RIO DE JANEIRO,"AV PRESIDENTE VARGAS, 509",3º ANDAR,CENTRO,RIO DE JANEIRO,RJ,20071003
7030,01.412.412/0001-00,LS AUDITORES INDEPENDENTES S/S EPP,ATIVO,1998-01-08,SEDE,"ÁGUAS CLARAS, 0","QUADRA 204 LOTE 02 SALA 253 , ED. ALFAMIX",ÁGUAS CLARAS,BRASÍLIA,DF,71939540
7030,01.412.412/0001-00,LS AUDITORES INDEPENDENTES S/S EPP,ATIVO,1998-01-08,FILIAL DF,"SIA SUL, 0","QUADRA 05 C - LOTE 14 - SALA 208, ED ARISTUS CENTER",,BRASÍLIA,DF,71200045
12432,23.037.018/0001-63,MACSO LEGATE AUDITORES INDEPENDENTES,ATIVO,2015-10-26,SEDE,"RUA BELA CINTRA, 1200",2º ANDAR,CERQUEIRA CESAR,SÃO PAULO,SP,1415002
3042,62.657.242/0001-00,MAGALHÃES ANDRADE S/S AUDITORES INDEPENDENTES,ATIVO,1978-11-01,SEDE,"AV BRIG FARIA LIMA, 1893","6 AND, CJ. 61 E 62",JD. PAULISTANO,SÃO PAULO,SP,1452001
4960,34.622.217/0001-55,"MAION & OLIVEIRA, AUDITORES INDEPENDENTES S/S",ATIVO,1990-10-18,SEDE,"RUA VOLUNTÁRIOS DA PÁTRIA, 1088",2º ANDAR,SANTANA,SÃO PAULO,SP,2010100
13358,49.695.987/0001-03,MAIS AUDITORES INDEPENDENTES,ATIVO,2023-05-16,SEDE,AV PROFESSOR OTHON GAMA D'ECA,Nº 900 - SL 908,CENTRO,FLORIANÓPOLIS,SC,88015240
9709,05.502.678/0001-96,MANDARINO & ASSOCIADOS AUDITORES,ATIVO,2003-05-05,SEDE,"RUA ALCINDO GUANABARA, 25",SALA 1703,CENTRO,RIO DE JANEIRO,RJ,20031130
13030,29.952.938/0001-93,MAPAH AUDITORES INDEPENDENTES II S/S,ATIVO,2020-06-16,SEDE,"AV. AMERICANO DO BRASIL,, 876",,SETOR MARISTA,GOIÂNIA,GO,74180010
4472,79.370.466/0001-39,MARTINELLI AUDITORES,ATIVO,1989-02-10,SEDE,"RUA DONA FRANCISCA, 1113",10º E 11º ANDAR,SAGUAÇU,JOINVILLE,SC,89221006
4472,79.370.466/0001-39,MARTINELLI AUDITORES,ATIVO,1989-02-10,FILIAL,"Avenida Gisele Constantino, 1850","4º andar, Sala 419",Parque Bela Vista,VOTORANTIM,SP,18110650
4472,79.370.466/0001-39,MARTINELLI AUDITORES,ATIVO,1989-02-10,FILIAL SP,"Avenida Paulista, 688, null","conjunto 121, 12º andar, Edifício Santa Felippa",Bela Vista,SÃO PAULO,SP,1310909
4472,79.370.466/0001-39,MARTINELLI AUDITORES,ATIVO,1989-02-10,FILIAL CASCAVEL,"RUA PARAGUAI, 605",,CENTRO,CASCAVEL,PR,85805020
4472,79.370.466/0001-39,MARTINELLI AUDITORES,ATIVO,1989-02-10,FILIAL CURITIBA,"AV. 7 DE SETEMBRO, 4476","8° ANDAR, SLS. 805 E 806",BATEL,CURITIBA,PR,80250210
4472,79.370.466/0001-39,MARTINELLI AUDITORES,ATIVO,1989-02-10,FILIAL CRICIUMA,"RUA CEL. PEDRO BENEDET, 190",SALA 212,CENTRO,CRICIÚMA,SC,88801250
4472,79.370.466/0001-39,MARTINELLI AUDITORES,ATIVO,1989-02-10,FILIAL PR 02,"AVENIDA PEDRO TAQUES, 294","13º ANDAR, SALA 1308",ZONA 03,MARINGÁ,PR,87030000
4472,79.370.466/0001-39,MARTINELLI AUDITORES,ATIVO,1989-02-10,FILIAL RS 02,"AV. SENADOR TARSO DUTRA, 605","TORRE CORPORATE, SL 1703",PETRÓPOLIS,PORTO ALEGRE,RS,90690140
4472,79.370.466/0001-39,MARTINELLI AUDITORES,ATIVO,1989-02-10,FILIAL FLORIANÓPOLIS,"RUA GENERAL LIBERATO BITTENCOURT, 1475",SALA 108,CANTO,FLORIANÓPOLIS,SC,88070800
4472,79.370.466/0001-39,MARTINELLI AUDITORES,ATIVO,1989-02-10,FILIAL GOIANIA,"RUA T-55, 930","14º ANDAR, SALA 1408",SETOR BUENO,GOIÂNIA,GO,74215170
4472,79.370.466/0001-39,MARTINELLI AUDITORES,ATIVO,1989-02-10,FILIAL CUIABÁ,"RUA DAS FLORES, 945",SALA 604,JARDIM CUIABÁ,CUIABÁ,MT,78043172
4472,79.370.466/0001-39,MARTINELLI AUDITORES,ATIVO,1989-02-10,FILIAL RECIFE,"AV FERNANDO SIMÕES BARBOSA, 266","EMPRESARIAL WECON VI, SL. 1305",BOA VIAGEM,RECIFE,PE,51020390
3328,18.692.848/0001-94,MATTOSO AUDITORES INDEPENDENTES & ASSOCIADOS LTDA.,ATIVO,1978-11-01,SEDE,"AV. ÁLVARES CABRAL, 1835",2º ANDAR - SL. 203,SANTO AGOSTINHO,BELO HORIZONTE,MG,30170008
11207,03.805.426/0001-00,MB - AUDITORES INDEPENDENTES SOCIEDADE SIMPLES,ATIVO,2009-05-07,SEDE,"RUA SÃO JOÃO, 27",SL. 02,CENTRO,BEBEDOURO,SP,14700010
8443,03.606.521/0001-85,MBAUDIT - AUDITORES INDEPENDENTES S/S,ATIVO,2000-03-14,SEDE,"Avenida Professor Paula Soares, 264",,Jardim Itu,PORTO ALEGRE,RS,91220450
12777,28.551.814/0001-33,MCO AUDITORES INDEPENDENTES,ATIVO,2018-02-19,SEDE,"RUA CRISTÓVÃO PEREIRA, 1626",CJ 1404,CAMPO BELO,SÃO PAULO,SP,4620012
12513,23.854.307/0001-55,MCS MARKUP AUDITORES INDEPENDENTES S/S,ATIVO,2016-04-13,SEDE,"RUA SÃO JOSÉ, 70",17º ANDAR,CENTRO,RIO DE JANEIRO,RJ,20010903
2275,78.583.788/0001-01,MELO & MELO AUDITORES INDEPENDENTES,ATIVO,1985-03-11,SEDE,"RUA CAPITÃO SOUZA FRANCO, 848",5º AND - CJ. 53,BATEL,CURITIBA,PR,80730420
3875,47.860.515/0001-25,MERITO AUDITORES INDEPENDENTES,ATIVO,1978-11-01,SEDE,"AVENIDA IRAÍ, 393","10 º AND, CONJ 105",INDIANOPOLIS,SÃO PAULO,SP,4082001
13277,43.384.179/0001-30,METROPOLE - AUDITORES INDEPENDENTES ASSOCIADOS S/S,ATIVO,2022-12-01,SEDE,"ST SRTVN, 124","QD 701, CONJ C - ALA B - SALAS 515, 517 E 519 A",ASA NORTE,BRASÍLIA,DF,70719903
12173,15.454.120/0001-36,MGI ASSURANCE AUDITORES INDEPENDENTES SS,ATIVO,2014-07-11,SEDE,"RUA DR. MANOEL PEDRO, 365",CONJUNTO 1601,CABRAL,CURITIBA,PR,80035030
7960,03.324.816/0001-69,MGI SENGER-WAGNER AUDITORES INDEPENDENTES,ATIVO,1999-08-25,SEDE,"AV. ANGÉLICA, 1968",1º AND CJ 11,HIGIENOPOLIS,SÃO PAULO,SP,1228200
7960,03.324.816/0001-69,MGI SENGER-WAGNER AUDITORES INDEPENDENTES,ATIVO,1999-08-25,FILIAL RS,"RUA DR. NILO PEÇANHA, 3245",6º ANDAR - SL. 606,CHÁCARA DAS PEDRAS,PORTO ALEGRE,RS,91330001
10910,09.356.626/0001-00,MICHELON AUDITORES E CONSULTORES SOCIEDADE SIMPLES,ATIVO,2008-05-05,SEDE,"RUA SANTOS DUMONT, 1500",SALA 1203,FLORESTA,PORTO ALEGRE,RS,90230240
11860,15.656.807/0001-54,MJK AUDITORES INDEPENDENTES,ATIVO,2012-08-07,SEDE,"RUA PRES. JUSCELINO KUBITSCHEK, 1358","1º ANDAR, SL 01",CENTRO,CASCAVEL,PR,85805002
8990,04.167.310/0001-56,MODA AUDITORES INDEPENDENTES S/S,ATIVO,2001-04-30,SEDE,"RUA TIRADENTES, 1200",6º ANDAR SALA 62,CENTRO,PIRACICABA,SP,13400765
7854,03.191.208/0001-23,MOORE CONSULTING NEWS AUDITORES INDEPENDENTES,ATIVO,1999-07-01,SEDE,"RUA PERNAMBUCO, 554",1101,SAVASSI,BELO HORIZONTE,MG,30130156
10073,04.217.271/0001-54,MOORE CWB AUDITORES INDEPENDENTES S/S,ATIVO,2004-05-28,SEDE,"RUA ALMIRANTE TAMANDARÉ, 738",,ALTO DA XV,CURITIBA,PR,80045170
6777,00.600.000/0001-22,MOORE KSM AUDITORES INDEPENDENTES,ATIVO,1997-03-18,SEDE,"AV. PAULISTA, 2444","18º ANDAR, CJS. 183 E 184",CERQUEIRA CÉSAR,SÃO PAULO,SP,1310300
11231,81.144.818/0001-80,MOORE METRI AUDITORES LTDA,ATIVO,2009-06-05,SEDE,"AV. JUSCELINO  KUBITSCHEK, 410",BLOCO B - SL. 807,CENTRO,JOINVILLE,SC,89201906
11835,02.159.736/0001-32,MOORE MSLL LIMA LUCCHESI AUDITORES E CONTADORES LTDA.,ATIVO,2012-07-23,SEDE,"AV. VEREADOR JOSÉ DINIZ, 3707","4º ANDAR, CJ 42 - SALA A",BROOKLIN,SÃO PAULO,SP,4603905
10510,07.048.269/0001-97,MOORE PRIME AUDITORES E CONSULTORES SOCIEDADE SIMPLES,ATIVO,2006-04-03,SEDE,"AV CRISTÓVÃO COLOMBO, 3084","707, ED WALL STREET",HIGIENÓPOLIS,PORTO ALEGRE,RS,90540072
6483,68.323.807/0001-07,MOORE PRISMA AUDITORES INDEPENDENTES,ATIVO,1996-02-15,SEDE,"RUA MILTON JOSÉ ROBUSTI, 75",15º AND-CONJ 1504,JARDIM BOTANICO,RIBEIRÃO PRETO,SP,14021613
13544,55.750.261/0001-10,MOORE TRINITY AUDITORES INDEPENDENTES,ATIVO,2025-08-18,SEDE,"Rua Gustavo Ambrust, 36",TERREO CJ 01,Nova Campinas,CAMPINAS,SP,13092106
12807,23.143.024/0001-03,MOORE VR AUDITORES & CONSULTORES LTDA,ATIVO,2018-06-08,SEDE,SBS Quadra 2,"QUADRA 02 - BLOCO Q, SLS. 905/907 ED. JOÃO CARLOS SAAD",Asa Sul,BRASÍLIA,DF,70070120
12807,23.143.024/0001-03,MOORE VR AUDITORES & CONSULTORES LTDA,ATIVO,2018-06-08,FILIAL DF,"SETOR BANCÁRIO SUL, 0","QUADRA 02 - BLOCO Q, SLS. 905/7",,BRASÍLIA,DF,70070120
10901,09.285.766/0001-34,MOREIRA ASSOCIADOS AUDITORES INDEPENDENTES S/S,ATIVO,2008-04-29,SEDE,"Rua São Joaquim, 1085",,Centro,SÃO LEOPOLDO,RS,93010190
13366,20.361.437/0001-68,MRU AUDITORES INDEPENDENTES LTDA,ATIVO,2023-06-01,SEDE,"AVENIDA RIO BRANCO, 53",SL. 1301,CENTRO,RIO DE JANEIRO,RJ,20090004
11428,12.018.605/0001-99,MÜLLER & PREI AUDITORES INDEPENDENTES S/S,ATIVO,2010-08-11,SEDE,"R EURÍPEDES GARCEZ  NASCIMENTO, 1200",SL 04,AHÚ,CURITIBA,PR,80540280
10553,07.945.703/0001-31,MÜLLEREYNG AUDITORES INDEPENDENTES S/S - EPP,ATIVO,2006-07-10,SEDE,"RUA MARTINHO LUTERO, 207",SL. 302,PINHEIRINHO,CRICIÚMA,SC,88804470
